CustomerID,TotalOrders,TotalSpent,AverageSpent,ItemsBought,CanceledInvoices,MostFrequentDay,MostFrequentHour,ProductDiversity,FirstPurchase,LastPurchase,Country,LifeTime,Recency
13416,2,712.5,37.5,142,0,Monday,14,11,2011-09-19 14:43:00,2011-10-27 08:56:00,United Kingdom,37,43
13417,2,640.83,22.886785714285715,162,0,Monday,8,26,2011-05-18 16:26:00,2011-12-05 08:49:00,United Kingdom,200,4
13418,13,5845.44,18.61605095541401,3839,10,Friday,10,223,2010-12-02 10:45:00,2011-11-28 10:23:00,United Kingdom,360,11
13419,1,221.06,13.81625,275,0,Friday,12,16,2011-10-07 12:49:00,2011-10-07 12:49:00,United Kingdom,0,63
13420,2,140.35,14.035,88,2,Wednesday,8,8,2011-06-22 11:35:00,2011-07-28 12:10:00,United Kingdom,36,134
13421,2,1831.61,17.7826213592233,1127,1,Tuesday,15,89,2011-02-22 15:46:00,2011-10-30 14:21:00,United Kingdom,249,39
13422,1,2601.55,20.324609375,1321,1,Thursday,13,127,2011-10-06 13:42:00,2011-10-19 13:45:00,United Kingdom,13,50
13425,3,1624.21,20.823205128205128,1123,0,Friday,8,66,2011-02-18 08:34:00,2011-08-23 17:13:00,United Kingdom,186,107
13426,10,3550.7000000000003,22.331446540880506,2224,2,Friday,12,104,2010-12-15 12:43:00,2011-12-09 08:59:00,United Kingdom,358,0
13427,3,582.6,20.089655172413792,545,0,Sunday,12,25,2011-05-08 15:58:00,2011-11-20 13:02:00,United Kingdom,195,18
13428,1,201.78,2.8419718309859157,151,0,Tuesday,14,70,2011-11-29 14:20:00,2011-11-29 14:20:00,United Kingdom,0,9
13429,4,1006.8,15.02686567164179,1390,0,Sunday,12,55,2011-09-25 15:59:00,2011-11-29 09:10:00,United Kingdom,64,10
13430,-1,648.6899999999999,12.012777777777776,738,5,Wednesday,14,49,2011-09-14 14:26:00,2011-11-21 08:19:00,United Kingdom,67,18
13431,2,1269.1,27.589130434782607,672,0,Monday,11,44,2011-09-12 11:25:00,2011-10-03 13:49:00,United Kingdom,21,66
13434,2,534.24,53.424,300,0,Monday,10,9,2011-09-04 10:35:00,2011-09-26 14:30:00,United Kingdom,22,73
13435,7,3794.4900000000002,36.83970873786408,2125,2,Sunday,15,68,2011-06-03 17:07:00,2011-12-04 14:59:00,United Kingdom,183,4
13436,1,196.89,16.4075,76,0,Thursday,10,12,2011-12-08 10:33:00,2011-12-08 10:33:00,United Kingdom,0,1
13437,7,3408.06,20.40754491017964,1283,0,Thursday,14,143,2011-06-02 14:30:00,2011-11-25 14:00:00,United Kingdom,175,13
13439,1,283.71,5.253888888888889,242,0,Tuesday,14,54,2011-03-29 14:20:00,2011-03-29 14:20:00,United Kingdom,0,254
13441,1,296.64,22.818461538461538,204,0,Friday,9,13,2011-09-09 09:38:00,2011-09-09 09:38:00,United Kingdom,0,91
13447,1,1104.23,17.81016129032258,577,3,Sunday,13,55,2011-11-04 10:10:00,2011-11-16 13:38:00,United Kingdom,12,22
13448,6,3460.9900000000002,17.479747474747477,1626,4,Tuesday,12,137,2010-12-01 10:52:00,2011-11-23 12:33:00,United Kingdom,357,16
13449,1,291.88,15.362105263157895,222,0,Wednesday,8,19,2011-11-16 08:28:00,2011-11-16 08:28:00,United Kingdom,0,23
13450,6,2043.7199999999998,28.784788732394365,1982,0,Sunday,14,32,2011-05-05 19:48:00,2011-11-13 11:54:00,United Kingdom,191,26
13451,5,2838.56,6.540460829493087,2122,1,Friday,15,315,2011-01-09 15:35:00,2011-11-13 15:58:00,United Kingdom,308,25
13452,2,590.0,295.0,2,0,Friday,11,1,2011-03-14 11:38:00,2011-03-25 14:19:00,United Kingdom,11,258
13453,2,356.97999999999996,20.998823529411762,134,0,Monday,9,16,2011-02-23 09:44:00,2011-06-27 09:34:00,United Kingdom,123,165
13455,-3,1007.35,19.006603773584906,345,7,Wednesday,13,42,2010-12-08 13:11:00,2011-11-15 11:21:00,United Kingdom,341,24
13456,5,1737.8200000000002,26.73569230769231,756,2,Friday,15,43,2011-05-16 15:34:00,2011-11-22 09:18:00,United Kingdom,189,17
13458,10,9537.92,24.207918781725887,5460,12,Wednesday,11,242,2010-12-15 12:05:00,2011-12-02 15:29:00,United Kingdom,352,6
13460,2,183.44,10.790588235294118,286,0,Friday,9,16,2011-10-21 09:50:00,2011-11-10 17:17:00,United Kingdom,20,28
13461,3,1445.0,53.51851851851852,1170,0,Wednesday,10,14,2011-06-29 10:23:00,2011-11-01 09:01:00,United Kingdom,124,38
13462,1,143.25,14.325,61,1,Friday,11,9,2011-04-01 11:20:00,2011-06-09 19:53:00,United Kingdom,69,182
13464,1,674.68,16.45560975609756,403,0,Wednesday,15,41,2011-10-12 15:01:00,2011-10-12 15:01:00,United Kingdom,0,57
13466,1,297.95,16.552777777777777,258,1,Wednesday,16,17,2011-06-08 16:39:00,2011-08-31 15:29:00,United Kingdom,83,99
13467,2,1071.91,10.937857142857144,580,0,Thursday,16,89,2011-11-03 16:56:00,2011-11-29 10:01:00,United Kingdom,25,10
13468,37,5656.75,18.48611111111111,2581,4,Thursday,10,184,2010-12-01 15:08:00,2011-12-08 10:39:00,United Kingdom,371,1
13470,2,165.0,16.5,100,0,Tuesday,17,7,2011-08-16 17:06:00,2011-09-01 14:57:00,United Kingdom,15,98
13471,4,2501.84,9.84976377952756,1583,0,Sunday,11,214,2011-10-23 13:10:00,2011-12-08 15:44:00,United Kingdom,46,0
13473,2,417.54,18.97909090909091,260,1,Tuesday,8,21,2011-01-11 08:45:00,2011-10-10 11:20:00,United Kingdom,272,60
13474,1,226.84,3.658709677419355,129,0,Sunday,13,59,2011-04-17 13:53:00,2011-04-17 13:53:00,United Kingdom,0,235
13475,4,1431.78,16.648604651162792,1012,0,Wednesday,12,64,2011-02-14 12:36:00,2011-06-01 13:52:00,United Kingdom,107,190
13476,1,1092.77,17.91426229508197,414,3,Thursday,12,56,2011-03-03 14:43:00,2011-06-14 12:00:00,United Kingdom,102,178
13477,6,1441.53,17.796666666666667,1018,2,Thursday,12,57,2011-02-21 12:29:00,2011-11-02 12:04:00,United Kingdom,253,37
13479,2,291.0,18.1875,133,1,Tuesday,11,14,2011-04-19 11:27:00,2011-05-25 16:49:00,United Kingdom,36,197
13481,5,1776.81,15.864374999999999,1127,3,Tuesday,9,98,2010-12-06 15:12:00,2011-10-25 09:07:00,United Kingdom,322,45
13482,1,184.64,16.785454545454545,116,0,Thursday,17,11,2011-04-21 17:03:00,2011-04-21 17:03:00,United Kingdom,0,231
13483,1,140.34,14.034,160,0,Wednesday,11,10,2011-10-05 11:53:00,2011-10-05 11:53:00,United Kingdom,0,65
13484,1,313.8,39.225,44,0,Tuesday,16,8,2011-04-12 16:30:00,2011-04-12 16:30:00,United Kingdom,0,240
13485,1,454.24,19.749565217391304,277,0,Wednesday,13,23,2011-04-20 13:58:00,2011-04-20 13:58:00,United Kingdom,0,232
13486,3,1122.41,16.2668115942029,669,0,Wednesday,13,69,2011-07-07 17:19:00,2011-09-22 13:13:00,United Kingdom,76,77
13487,3,575.4,16.923529411764704,265,0,Tuesday,16,26,2010-12-21 14:54:00,2011-10-13 12:07:00,United Kingdom,295,57
13488,12,8910.61,20.86793911007026,4512,5,Tuesday,11,272,2010-12-07 13:01:00,2011-11-22 14:41:00,United Kingdom,350,16
13489,4,449.52,32.10857142857143,560,0,Friday,10,11,2011-02-18 10:42:00,2011-08-26 13:16:00,United Kingdom,189,104
13491,10,1215.82,14.137441860465115,903,0,Wednesday,14,73,2010-12-02 14:30:00,2011-10-19 08:32:00,United Kingdom,320,51
13492,3,1269.84,25.3968,408,0,Tuesday,14,38,2011-05-09 10:06:00,2011-07-26 14:25:00,Switzerland,78,135
13493,2,618.63,77.32875,380,0,Friday,15,6,2011-02-25 16:42:00,2011-03-09 15:35:00,Switzerland,11,274
13494,1,316.26000000000005,17.570000000000004,162,0,Tuesday,11,18,2011-02-01 11:58:00,2011-02-01 11:58:00,United Kingdom,0,311
13495,2,1990.1200000000001,38.27153846153846,814,4,Friday,15,34,2010-12-06 15:14:00,2011-12-02 11:21:00,United Kingdom,360,7
13496,2,617.93,17.16472222222222,329,1,Wednesday,10,28,2010-12-15 10:17:00,2011-11-29 10:58:00,United Kingdom,349,10
13497,2,321.05,16.052500000000002,159,1,Monday,9,19,2010-12-06 11:37:00,2011-03-02 09:04:00,United Kingdom,85,282
13499,4,1146.96,25.488,1358,3,Tuesday,14,31,2011-03-15 08:52:00,2011-11-22 11:21:00,United Kingdom,252,17
13500,2,1136.77,16.966716417910447,585,2,Wednesday,15,60,2011-08-09 12:20:00,2011-11-16 15:35:00,United Kingdom,99,22
13501,1,1310.47,24.725849056603774,557,1,Thursday,18,52,2011-02-24 18:59:00,2011-04-11 09:35:00,Switzerland,45,242
13502,3,292.0,16.22222222222222,264,0,Thursday,10,17,2011-01-20 09:03:00,2011-11-23 10:39:00,United Kingdom,307,16
13503,1,216.85,12.755882352941176,248,0,Thursday,13,17,2011-09-29 13:23:00,2011-09-29 13:23:00,United Kingdom,0,70
13504,1,295.93,13.451363636363636,178,0,Thursday,13,22,2011-10-06 13:20:00,2011-10-06 13:20:00,United Kingdom,0,63
13505,-4,4282.88,18.867312775330397,2461,12,Wednesday,11,182,2011-04-21 12:07:00,2011-10-03 12:14:00,Switzerland,165,67
13506,0,452.82,15.614482758620689,321,3,Sunday,12,26,2010-12-05 12:15:00,2011-01-31 15:27:00,United Kingdom,57,311
13507,4,2479.16,15.303456790123455,1597,0,Sunday,11,146,2011-07-17 11:50:00,2011-12-06 13:13:00,United Kingdom,142,2
13508,1,110.97,9.2475,24,0,Sunday,11,12,2011-04-10 11:58:00,2011-04-10 11:58:00,United Kingdom,0,243
13509,7,979.72,22.266363636363636,1106,0,Wednesday,13,27,2011-02-28 13:27:00,2011-12-01 10:10:00,United Kingdom,275,8
13510,3,1785.16,15.257777777777779,1382,2,Thursday,13,86,2011-06-09 09:32:00,2011-12-08 13:46:00,United Kingdom,182,0
13512,1,251.21,16.747333333333334,143,0,Thursday,10,15,2011-03-24 10:03:00,2011-03-24 10:03:00,United Kingdom,0,260
13513,1,205.1,20.509999999999998,109,0,Friday,11,10,2011-08-05 11:50:00,2011-08-05 11:50:00,United Kingdom,0,126
13514,1,152.20000000000002,38.050000000000004,40,0,Tuesday,9,4,2011-09-27 09:39:00,2011-09-27 09:39:00,United Kingdom,0,73
13515,4,891.12,15.103728813559322,681,0,Wednesday,11,50,2011-04-06 10:33:00,2011-09-28 11:26:00,United Kingdom,175,72
13516,3,1389.41,31.5775,985,0,Wednesday,12,43,2011-04-15 11:06:00,2011-11-18 13:15:00,United Kingdom,217,20
13517,3,2109.07,14.74874125874126,1360,2,Monday,8,125,2011-06-13 08:44:00,2011-10-11 11:43:00,United Kingdom,120,59
13518,1,627.16,17.42111111111111,382,0,Thursday,10,36,2011-09-15 10:29:00,2011-09-15 10:29:00,United Kingdom,0,85
13519,1,110.80000000000001,12.311111111111112,22,1,Thursday,18,8,2011-09-22 18:24:00,2011-10-20 15:56:00,United Kingdom,27,49
13520,6,3487.75,36.713157894736845,1642,2,Wednesday,10,49,2010-12-03 10:36:00,2011-10-12 10:20:00,Switzerland,312,58
13521,3,1071.73,2.5639473684210525,718,0,Thursday,13,313,2011-11-29 15:09:00,2011-12-08 13:50:00,United Kingdom,8,0
13522,1,125.80000000000001,25.160000000000004,44,0,Wednesday,15,5,2011-11-09 15:11:00,2011-11-09 15:11:00,United Kingdom,0,29
13523,1,3755.38,21.21683615819209,1745,5,Tuesday,8,157,2010-12-08 14:22:00,2011-11-06 15:11:00,United Kingdom,333,32
13524,5,680.1800000000001,25.191851851851855,324,0,Sunday,12,17,2011-05-04 12:26:00,2011-10-30 12:34:00,United Kingdom,179,40
13525,2,628.78,104.79666666666667,394,0,Friday,12,5,2011-04-05 15:36:00,2011-11-25 12:01:00,United Kingdom,233,14
13527,7,2218.61,10.17711009174312,1664,1,Sunday,12,153,2011-01-17 11:17:00,2011-11-06 12:04:00,United Kingdom,293,33
13529,2,307.76,20.517333333333333,74,0,Thursday,9,15,2011-05-19 11:50:00,2011-09-22 09:15:00,United Kingdom,125,78
13531,2,483.8,21.990909090909092,174,0,Wednesday,15,17,2010-12-08 15:03:00,2011-05-18 16:56:00,United Kingdom,161,204
13532,1,210.31,3.1865151515151515,129,0,Sunday,12,66,2011-11-06 12:25:00,2011-11-06 12:25:00,United Kingdom,0,33
13533,3,269.09,3.5878666666666663,202,0,Thursday,12,61,2011-03-17 12:47:00,2011-06-10 11:54:00,United Kingdom,84,182
13534,-3,5613.08,16.41251461988304,2876,46,Wednesday,10,119,2010-12-16 15:23:00,2011-12-07 14:52:00,United Kingdom,355,1
13536,7,3444.39,19.35050561797753,2126,0,Sunday,13,91,2011-09-25 13:30:00,2011-12-08 16:38:00,United Kingdom,74,0
13538,7,1280.85,51.233999999999995,175,0,Thursday,7,10,2011-01-28 10:40:00,2011-10-27 16:34:00,United Kingdom,272,42
13539,3,605.84,15.943157894736842,314,1,Thursday,10,36,2011-02-03 15:23:00,2011-09-15 10:18:00,United Kingdom,223,85
13544,2,276.06,3.539230769230769,112,0,Wednesday,12,76,2011-04-13 12:09:00,2011-10-31 11:57:00,United Kingdom,200,39
13546,3,621.09,6.4029896907216495,357,0,Monday,14,72,2011-05-23 12:14:00,2011-11-27 14:50:00,United Kingdom,188,11
13548,2,678.16,5.51349593495935,436,0,Sunday,14,114,2011-04-10 11:35:00,2011-09-04 14:50:00,United Kingdom,147,95
13549,7,916.12,17.61769230769231,457,1,Tuesday,13,37,2011-04-11 13:42:00,2011-11-14 09:20:00,United Kingdom,216,25
13551,1,91.80000000000001,22.950000000000003,12,0,Monday,14,4,2011-01-24 14:46:00,2011-01-24 14:46:00,United Kingdom,0,318
13552,4,3539.53,29.25231404958678,1386,12,Wednesday,15,82,2011-01-28 10:10:00,2011-10-04 15:19:00,United Kingdom,249,65
13555,4,4098.88,30.362074074074076,2636,0,Tuesday,12,128,2011-05-22 11:06:00,2011-09-27 12:36:00,United Kingdom,128,73
13557,2,584.06,17.178235294117645,546,0,Friday,15,31,2011-03-04 12:14:00,2011-11-11 15:24:00,United Kingdom,252,27
13558,4,594.52,3.517869822485207,338,0,Sunday,11,123,2011-10-02 13:01:00,2011-12-04 11:24:00,United Kingdom,62,5
13560,1,171.42000000000002,5.3568750000000005,63,0,Friday,13,32,2011-12-02 13:11:00,2011-12-02 13:11:00,United Kingdom,0,6
13561,1,141.85999999999999,10.132857142857143,83,0,Sunday,12,14,2011-05-08 12:39:00,2011-05-08 12:39:00,United Kingdom,0,215
13562,3,1799.33,21.943048780487803,757,0,Monday,10,50,2011-04-08 12:42:00,2011-09-19 10:51:00,United Kingdom,163,81
13563,2,777.53,15.867959183673468,209,0,Friday,17,49,2011-07-22 17:21:00,2011-09-16 14:45:00,United Kingdom,55,83
13564,3,623.3900000000001,7.5107228915662665,634,2,Monday,16,68,2010-12-06 17:26:00,2011-07-18 14:35:00,United Kingdom,223,143
13565,2,240.22,6.321578947368421,172,0,Sunday,14,35,2011-01-09 14:28:00,2011-11-20 14:33:00,United Kingdom,315,18
13566,2,856.84,5.0700591715976335,567,0,Sunday,12,134,2011-09-18 12:40:00,2011-10-30 11:59:00,United Kingdom,41,40
13568,1,187.05,4.3500000000000005,66,0,Sunday,14,41,2011-06-19 14:42:00,2011-06-19 14:42:00,United Kingdom,0,172
13569,2,338.62,4.286329113924051,156,0,Tuesday,13,73,2010-12-07 12:29:00,2011-11-22 13:07:00,United Kingdom,350,16
13570,1,239.49,8.870000000000001,161,0,Sunday,13,27,2011-04-10 13:36:00,2011-04-10 13:36:00,United Kingdom,0,242
13571,12,2088.94,6.143941176470588,1757,0,Thursday,12,157,2011-03-31 12:43:00,2011-11-27 10:47:00,United Kingdom,240,12
13572,1,1384.25,41.946969696969695,534,0,Wednesday,11,32,2011-05-18 11:59:00,2011-05-18 11:59:00,United Kingdom,0,205
13573,2,290.25,11.61,302,0,Thursday,14,24,2011-03-31 14:47:00,2011-10-20 14:33:00,United Kingdom,202,49
13575,5,732.0699999999999,15.914565217391303,449,0,Friday,11,41,2011-06-16 14:24:00,2011-11-16 13:14:00,United Kingdom,152,22
13576,16,6703.3,51.56384615384616,2640,4,Wednesday,14,78,2010-12-01 17:24:00,2011-11-29 15:34:00,United Kingdom,362,9
13577,3,1658.3,19.50941176470588,771,2,Thursday,10,61,2011-04-12 10:33:00,2011-11-14 15:19:00,United Kingdom,216,24
13579,2,467.04,20.30608695652174,176,0,Friday,8,19,2010-12-05 16:10:00,2011-11-25 08:41:00,United Kingdom,354,14
13581,1,118.0,11.8,30,0,Thursday,14,10,2011-02-03 14:41:00,2011-02-03 14:41:00,United Kingdom,0,308
13583,1,781.03,14.736415094339621,725,0,Thursday,10,53,2011-07-07 10:40:00,2011-07-07 10:40:00,United Kingdom,0,155
13584,1,142.4,5.933333333333334,37,0,Sunday,12,24,2011-02-06 12:49:00,2011-02-06 12:49:00,United Kingdom,0,306
13587,0,347.0,31.545454545454547,160,3,Friday,12,8,2011-10-07 12:31:00,2011-11-08 11:17:00,United Kingdom,31,31
13588,7,2445.12,13.584,2573,6,Thursday,9,132,2011-03-29 15:53:00,2011-11-24 10:42:00,United Kingdom,239,15
13589,2,379.65,18.07857142857143,114,0,Friday,12,21,2011-06-13 12:44:00,2011-11-25 12:10:00,United Kingdom,164,14
13590,5,1976.12,22.203595505617976,1846,2,Wednesday,12,70,2011-02-09 13:25:00,2011-11-28 12:54:00,United Kingdom,291,10
13591,3,1117.13,19.26086206896552,485,0,Thursday,12,56,2011-03-18 12:18:00,2011-10-06 12:26:00,United Kingdom,202,64
13592,4,247.95999999999998,15.497499999999999,84,0,Sunday,14,15,2011-03-20 14:01:00,2011-11-04 09:49:00,United Kingdom,228,35
13593,5,1965.0800000000002,15.352187500000001,695,1,Friday,16,77,2011-01-07 16:32:00,2011-08-23 13:35:00,United Kingdom,227,107
13594,1,396.97,15.268076923076924,359,0,Tuesday,10,26,2011-10-18 10:19:00,2011-10-18 10:19:00,United Kingdom,0,52
13596,2,664.11,4.548698630136986,384,0,Sunday,11,133,2011-11-27 11:57:00,2011-12-04 12:01:00,United Kingdom,7,5
13598,1,147.29,4.091388888888889,51,1,Sunday,14,33,2011-10-23 14:28:00,2011-10-23 14:35:00,United Kingdom,0,46
13599,16,5026.85,19.113498098859317,3168,17,Wednesday,9,172,2010-12-08 10:11:00,2011-12-08 19:26:00,United Kingdom,365,0
13600,1,219.52,11.553684210526317,324,0,Monday,15,19,2011-01-31 15:27:00,2011-01-31 15:27:00,United Kingdom,0,311
13601,2,693.32,7.003232323232324,548,0,Tuesday,17,90,2011-05-12 16:52:00,2011-10-25 17:31:00,United Kingdom,166,44
13602,1,428.89,18.647391304347824,267,0,Thursday,11,23,2011-10-06 11:47:00,2011-10-06 11:47:00,United Kingdom,0,64
13603,1,164.34,6.086666666666667,164,0,Sunday,15,27,2011-11-13 15:57:00,2011-11-13 15:57:00,United Kingdom,0,25
13606,3,276.75,6.91875,276,0,Sunday,12,40,2011-02-01 11:42:00,2011-11-10 17:46:00,United Kingdom,282,28
13607,1,675.51,6.964020618556701,288,0,Sunday,16,93,2011-10-30 16:17:00,2011-10-30 16:17:00,United Kingdom,0,39
13610,7,1065.88,4.91188940092166,486,2,Sunday,15,165,2011-02-27 14:44:00,2011-11-27 15:38:00,United Kingdom,273,11
13611,2,1140.8,15.416216216216215,750,2,Sunday,14,67,2010-12-15 10:31:00,2011-09-11 14:51:00,United Kingdom,270,88
13614,4,1585.46,8.130564102564103,564,0,Tuesday,14,171,2011-01-13 12:37:00,2011-11-15 14:47:00,United Kingdom,306,23
13615,1,399.99,16.66625,183,1,Tuesday,8,23,2011-01-25 08:21:00,2011-01-31 11:29:00,United Kingdom,6,312
13617,3,544.18,12.367727272727272,300,0,Sunday,13,31,2011-06-12 12:55:00,2011-10-30 13:50:00,United Kingdom,140,39
13618,1,177.34,13.641538461538461,246,0,Sunday,11,13,2011-06-19 11:09:00,2011-06-19 11:09:00,United Kingdom,0,173
13621,1,213.85,11.255263157894737,343,0,Monday,8,19,2011-08-15 08:26:00,2011-08-15 08:26:00,United Kingdom,0,116
13623,2,652.4,7.860240963855421,278,5,Thursday,13,78,2011-02-15 12:55:00,2011-11-09 12:00:00,United Kingdom,266,30
13626,1,257.23,13.53842105263158,209,0,Friday,10,19,2011-04-01 10:05:00,2011-04-01 10:05:00,United Kingdom,0,252
13627,5,1624.02,17.276808510638297,1266,2,Thursday,9,84,2010-12-17 09:52:00,2011-10-11 14:20:00,United Kingdom,298,58
13629,11,7792.36,132.07389830508475,4372,0,Wednesday,8,28,2011-01-05 12:09:00,2011-11-16 13:21:00,United Kingdom,315,22
13630,2,1995.68,24.946,1377,9,Friday,15,51,2011-02-27 12:49:00,2011-12-04 15:16:00,United Kingdom,280,4
13631,11,3021.77,251.81416666666667,460,1,Tuesday,15,6,2011-03-17 17:13:00,2011-09-01 09:57:00,United Kingdom,167,99
13632,5,2114.68,14.484109589041095,1030,1,Sunday,8,121,2011-04-10 15:07:00,2011-11-15 10:51:00,United Kingdom,218,24
13634,5,1547.3600000000001,8.319139784946238,700,0,Sunday,12,156,2011-01-16 15:30:00,2011-11-06 13:40:00,United Kingdom,293,32
13635,1,1071.03,17.274677419354838,677,0,Monday,10,62,2011-10-03 10:55:00,2011-10-03 10:55:00,United Kingdom,0,67
13636,5,941.62,14.7128125,586,1,Thursday,10,57,2011-02-27 14:29:00,2011-11-03 10:30:00,United Kingdom,248,36
13637,3,804.3,8.124242424242423,405,0,Wednesday,13,79,2011-04-27 13:06:00,2011-10-18 13:32:00,United Kingdom,174,51
13638,1,122.64,15.33,93,0,Thursday,10,8,2011-11-24 10:38:00,2011-11-24 10:38:00,United Kingdom,0,15
13639,1,1033.34,25.833499999999997,800,0,Monday,13,39,2011-09-26 13:36:00,2011-09-26 13:36:00,United Kingdom,0,73
13642,1,312.28,5.478596491228069,151,0,Sunday,12,57,2011-05-08 12:34:00,2011-05-08 12:34:00,United Kingdom,0,215
13643,3,519.44,18.551428571428573,273,0,Tuesday,15,24,2011-06-07 11:40:00,2011-11-08 15:37:00,United Kingdom,154,30
13644,3,2597.52,17.55081081081081,2060,2,Wednesday,11,144,2011-08-26 11:53:00,2011-12-01 08:18:00,United Kingdom,96,8
13645,1,252.1,50.42,158,0,Thursday,16,5,2011-08-11 16:11:00,2011-08-11 16:11:00,United Kingdom,0,119
13647,4,1640.22,20.762278481012657,886,1,Thursday,13,65,2011-04-19 09:49:00,2011-11-30 12:00:00,United Kingdom,225,9
13649,2,346.6,15.069565217391306,139,0,Wednesday,14,23,2010-12-08 14:46:00,2011-03-28 11:51:00,United Kingdom,109,256
13650,5,1809.34,18.46265306122449,918,2,Monday,12,79,2011-03-17 12:37:00,2011-11-23 12:22:00,United Kingdom,250,16
13651,2,94.2,15.700000000000001,33,0,Monday,12,6,2011-10-31 12:11:00,2011-11-04 14:59:00,United Kingdom,4,34
13652,3,1095.08,17.38222222222222,578,0,Monday,9,48,2010-12-06 09:21:00,2011-10-25 08:51:00,United Kingdom,322,45
13654,6,2707.33,16.30921686746988,2182,0,Sunday,16,157,2011-03-11 12:54:00,2011-10-27 16:24:00,United Kingdom,230,42
13655,2,932.97,16.66017857142857,605,0,Wednesday,14,52,2011-04-12 09:53:00,2011-08-17 14:25:00,United Kingdom,127,113
13656,2,379.65,7.747959183673469,490,0,Thursday,15,49,2011-01-06 15:42:00,2011-06-28 10:31:00,United Kingdom,172,164
13657,2,382.14,23.88375,209,0,Sunday,12,16,2011-05-22 12:35:00,2011-11-29 12:32:00,United Kingdom,190,10
13658,3,2421.47,21.620267857142856,1009,4,Thursday,13,91,2011-05-19 17:15:00,2011-11-30 10:13:00,United Kingdom,194,9
13659,-1,1540.65,14.398598130841123,867,4,Sunday,12,93,2011-01-23 12:08:00,2011-05-26 19:56:00,United Kingdom,123,196
13662,2,862.58,15.132982456140352,528,5,Friday,13,50,2011-03-25 13:23:00,2011-09-15 12:04:00,United Kingdom,173,85
13663,1,189.47,14.574615384615385,91,0,Monday,15,13,2011-06-13 15:44:00,2011-06-13 15:44:00,United Kingdom,0,178
13666,3,84.65,7.054166666666667,41,0,Friday,13,12,2011-02-25 13:05:00,2011-10-10 15:39:00,United Kingdom,227,59
13667,1,299.05,3.603012048192771,149,0,Wednesday,15,82,2011-07-13 15:42:00,2011-07-13 15:42:00,United Kingdom,0,148
13668,-2,6162.31,12.47431174089069,3617,31,Thursday,12,286,2010-12-12 12:35:00,2011-12-07 12:14:00,United Kingdom,359,2
13669,2,218.55,24.283333333333335,237,0,Thursday,9,9,2011-07-13 11:44:00,2011-10-20 09:32:00,United Kingdom,98,50
13670,1,349.7,13.988,282,0,Sunday,15,25,2011-09-25 15:25:00,2011-09-25 15:25:00,United Kingdom,0,74
13672,-4,-71.46,-4.46625,-1,10,Friday,13,5,2011-01-10 12:02:00,2011-02-11 13:55:00,United Kingdom,32,300
13673,2,387.44,6.457333333333334,114,0,Monday,15,47,2011-11-07 15:40:00,2011-11-21 12:11:00,United Kingdom,13,18
13675,2,486.82000000000005,19.472800000000003,330,0,Monday,12,25,2011-02-28 12:14:00,2011-07-11 12:57:00,United Kingdom,133,150
13678,1,232.6,14.5375,924,0,Monday,10,16,2011-07-11 10:14:00,2011-07-11 10:14:00,United Kingdom,0,151
13680,-16,2199.01,10.227953488372094,1265,21,Thursday,13,164,2011-01-04 14:12:00,2011-12-08 13:47:00,United Kingdom,337,0
13681,4,827.83,14.523333333333333,360,0,Sunday,11,37,2011-07-07 15:21:00,2011-11-22 11:13:00,United Kingdom,137,17
13682,1,59.5,19.833333333333332,10,0,Sunday,14,3,2011-06-05 14:06:00,2011-06-05 14:06:00,United Kingdom,0,186
13684,1,62.13,2.071,37,1,Sunday,10,29,2011-02-27 10:13:00,2011-02-27 10:25:00,United Kingdom,0,285
13685,7,3119.44,79.98564102564103,5056,0,Monday,10,29,2011-10-10 12:59:00,2011-12-07 11:41:00,United Kingdom,57,2
13686,1,72.0,9.0,70,0,Friday,9,8,2011-06-10 09:10:00,2011-06-10 09:10:00,United Kingdom,0,182
13689,1,910.0,151.66666666666666,512,0,Friday,13,6,2011-10-07 13:21:00,2011-10-07 13:21:00,United Kingdom,0,62
13690,1,172.25,19.13888888888889,67,0,Tuesday,15,9,2011-10-11 15:03:00,2011-10-11 15:03:00,United Kingdom,0,58
13692,3,1466.8700000000001,26.67036363636364,1224,2,Sunday,12,49,2011-04-17 12:57:00,2011-11-15 11:17:00,United Kingdom,211,24
13693,-2,-32.0,-8.0,-6,4,Tuesday,15,4,2011-01-18 15:21:00,2011-01-18 15:23:00,United Kingdom,0,324
13694,44,62690.54,107.34681506849316,61899,16,Thursday,12,369,2010-12-01 12:12:00,2011-12-06 09:32:00,United Kingdom,369,3
13695,15,2504.13,27.823666666666668,1603,0,Friday,14,46,2011-03-25 11:31:00,2011-11-08 14:26:00,United Kingdom,228,30
13697,1,151.29999999999998,12.608333333333333,177,0,Tuesday,9,12,2011-11-01 09:14:00,2011-11-01 09:14:00,United Kingdom,0,38
13699,1,308.58000000000004,22.041428571428575,66,0,Thursday,16,14,2011-07-07 16:51:00,2011-07-07 16:51:00,United Kingdom,0,154
13700,10,2248.63,11.590876288659794,2281,0,Thursday,11,139,2011-01-16 13:18:00,2011-11-13 13:00:00,United Kingdom,300,25
13703,1,99.5,99.5,10,0,Tuesday,13,1,2011-01-25 13:10:00,2011-01-25 13:10:00,United Kingdom,0,317
13704,9,2295.31,17.002296296296297,1528,1,Tuesday,15,111,2011-09-12 14:40:00,2011-12-04 15:13:00,United Kingdom,83,4
